ID,Start,End,Description,Type,MESH ID
8843194,188,209,ataxia-telangiectasia,SpecificDisease,MESH:D001260
8843194,568,589,ataxia-telangiectasia,SpecificDisease,MESH:D001260
8843194,675,686,infertility,SpecificDisease,MESH:D007246
8843194,1277,1293,thymic lymphomas,SpecificDisease,MESH:D008223
9241281,94,118,acute radiation toxicity,SpecificDisease,MESH:D054508
9241281,188,209,ataxia-telangiectasia,SpecificDisease,MESH:D001260
9241281,214,234,Li-Fraumeni syndrome,SpecificDisease,MESH:D016864
9241281,507,523,T-cell lymphomas,SpecificDisease,MESH:D016399
9241281,1366,1390,acute radiation toxicity,SpecificDisease,MESH:D054508
9218625,19,32,C7 deficiency,SpecificDisease,MESH:C566443
9218625,82,95,C7 deficiency,SpecificDisease,MESH:C566443
8931701,111,135,Wiskott-Aldrich syndrome,SpecificDisease,MESH:D014923
8931701,141,165,Wiskott-Aldrich syndrome,SpecificDisease,MESH:D014923
8931701,167,170,WAS,SpecificDisease,MESH:D014923
8931701,662,665,WAS,SpecificDisease,MESH:D014923
8931701,1291,1316,isolated thrombocytopenia,SpecificDisease,MESH:D013921
8931701,1672,1675,WAS,SpecificDisease,MESH:D014923
8661102,163,184,ataxia-telangiectasia,SpecificDisease,MESH:D001260
8661102,186,189,A-T,SpecificDisease,MESH:D001260
8782829,20,38,endometrial cancer,SpecificDisease,MESH:D016889
8782829,190,216,microsatellite instability,SpecificDisease,MESH:D053842
8782829,639,661,endometrial carcinomas,SpecificDisease,MESH:D016889
8782829,857,878,endometrial carcinoma,SpecificDisease,MESH:D016889
9066888,0,16,Kniest dysplasia,SpecificDisease,MESH:C537208
9066888,68,84,Kniest dysplasia,SpecificDisease,MESH:C537208
9066888,661,677,Kniest dysplasia,SpecificDisease,MESH:C537208
8841191,136,159,inherited breast cancer,SpecificDisease,MESH:D001943
8841191,232,245,breast cancer,SpecificDisease,MESH:D001943
8841191,318,340,familial breast cancer,SpecificDisease,MESH:D001943
8841191,971,984,breast cancer,SpecificDisease,MESH:D001943
8841191,1237,1250,breast cancer,SpecificDisease,MESH:D001943
8841191,1734,1758,hereditary breast cancer,SpecificDisease,MESH:D001943
8678979,117,131,retinoblastoma,SpecificDisease,MESH:D012175
9182899,37,50,C9 deficiency,SpecificDisease,MESH:C565165
9182899,959,984,complete deficiency of C9,SpecificDisease,MESH:C565165
9182899,1064,1077,C9 deficiency,SpecificDisease,MESH:C565165
9020847,90,108,Myotonic dystrophy,SpecificDisease,MESH:D009223
9020847,110,112,DM,SpecificDisease,MESH:D009223
9174057,53,70,pancreatic cancer,SpecificDisease,MESH:D010190
9174057,282,299,pancreatic cancer,SpecificDisease,MESH:D010190
9174057,547,564,pancreatic tumors,SpecificDisease,MESH:D010190
9174057,624,641,pancreatic tumors,SpecificDisease,MESH:D010190
9174057,786,803,pancreatic tumors,SpecificDisease,MESH:D010190
9174057,861,878,pancreatic cancer,SpecificDisease,MESH:D010190
9083764,1241,1257,Kniest dysplasia,SpecificDisease,MESH:C537208
9083764,1345,1357,Pyle disease,SpecificDisease,MESH:C536252
8636252,0,29,X-linked adrenoleukodystrophy,SpecificDisease,MESH:D000326
8636252,64,81,Addison's disease,SpecificDisease,MESH:D000224
8636252,112,141,X-Linked adrenoleukodystrophy,SpecificDisease,MESH:D000326
8636252,143,146,ALD,SpecificDisease,MESH:D000326
8636252,328,331,ALD,SpecificDisease,MESH:D000326
8636252,474,477,ALD,SpecificDisease,MESH:D000326
8636252,544,565,Adrenomyeloneuropathy,SpecificDisease,MESH:D000326
8636252,567,570,AMN,SpecificDisease,MESH:D000326
8636252,665,681,Addisons disease,SpecificDisease,MESH:D000224
8636252,713,716,AMN,SpecificDisease,MESH:D000326
8636252,720,732,cerebral ALD,SpecificDisease,MESH:D000326
8636252,780,783,ALD,SpecificDisease,MESH:D000326
8636252,817,820,ALD,SpecificDisease,MESH:D000326
8636252,839,855,Addisons disease,SpecificDisease,MESH:D000224
8636252,1367,1379,cerebral ALD,SpecificDisease,MESH:D000326
8636252,1389,1410,adrenomyeloneuropathy,SpecificDisease,MESH:D000326
8636252,1462,1465,AMN,SpecificDisease,MESH:D000326
8636252,1504,1507,ALD,SpecificDisease,MESH:D000326
8636252,1542,1558,Addisons disease,SpecificDisease,MESH:D000224
8640236,36,52,breast carcinoma,SpecificDisease,MESH:D001943
8640236,665,681,breast carcinoma,SpecificDisease,MESH:D001943
8640236,789,802,breast cancer,SpecificDisease,MESH:D001943
8640236,971,984,breast cancer,SpecificDisease,MESH:D001943
8640236,1195,1218,sporadic breast cancers,SpecificDisease,MESH:D001943
8640236,1357,1373,breast carcinoma,SpecificDisease,MESH:D001943
8640236,1493,1510,pancreatic cancer,SpecificDisease,MESH:D010190
9050868,441,471,type IV Ehlers-Danlos syndrome,SpecificDisease,MESH:D004535
9050868,494,508,aortic rupture,SpecificDisease,MESH:D001019
9050868,1056,1086,type IV Ehlers-Danlos syndrome,SpecificDisease,MESH:D004535
9138149,55,63,aniridia,SpecificDisease,MESH:D015783
9138149,277,285,aniridia,SpecificDisease,MESH:D015783
8931709,120,146,adenomatous polyposis coli,SpecificDisease,MESH:D011125
8931709,148,178,Familial adenomatous polyposis,SpecificDisease,MESH:D011125
8931709,180,183,FAP,SpecificDisease,MESH:D011125
8931709,219,236,colorectal cancer,SpecificDisease,MESH:D015179
8931709,439,442,FAP,SpecificDisease,MESH:D011125
8931709,470,473,APC,SpecificDisease,MESH:D011125
8931709,552,589,attenuated adenomatous polyposis coli,SpecificDisease,MESH:C538265
8931709,591,595,AAPC,SpecificDisease,MESH:C538265
8931709,725,729,AAPC,SpecificDisease,MESH:C538265
8931709,1098,1101,APC,SpecificDisease,MESH:D011125
8824873,174,192,Huntington disease,SpecificDisease,MESH:D006816
8824873,194,196,HD,SpecificDisease,MESH:D006816
8824873,322,324,HD,SpecificDisease,MESH:D006816
8824873,940,942,HD,SpecificDisease,MESH:D006816
8824873,1163,1165,HD,SpecificDisease,MESH:D006816
8670333,43,71,familial Mediterranean fever,SpecificDisease,MESH:D010505
8670333,233,261,familial Mediterranean fever,SpecificDisease,MESH:D010505
8670333,263,266,FMF,SpecificDisease,MESH:D010505
8670333,499,502,FMF,SpecificDisease,MESH:D010505
8670333,1257,1260,FMF,SpecificDisease,MESH:D010505
9144525,337,381,Deficiency of terminal complement components,SpecificDisease,MESH:D007153
9144525,421,441,neisseria infections,SpecificDisease,MESH:D016870
9144525,495,518,inherited C9 deficiency,SpecificDisease,MESH:C565165
9144525,553,566,C9 deficiency,SpecificDisease,MESH:C565165
9144525,658,671,C9 deficiency,SpecificDisease,MESH:C565165
9144525,989,1002,C9 deficiency,SpecificDisease,MESH:C565165
9222760,124,146,Classical galactosemia,SpecificDisease,MESH:D005693
9222760,616,638,classical galactosemia,SpecificDisease,MESH:D005693
9222760,1132,1144,galactosemia,SpecificDisease,MESH:D005693
9056547,102,130,Pelizaeus-Merzbacher disease,SpecificDisease,MESH:D020371
9056547,283,311,Pelizaeus-Merzbacher disease,SpecificDisease,MESH:D020371
9056547,313,316,PMD,SpecificDisease,MESH:D020371
9056547,567,570,PMD,SpecificDisease,MESH:D020371
8790412,39,64,alveolar rhabdomyosarcoma,SpecificDisease,MESH:D018232
8790412,100,135,Pediatric alveolar rhabdomyosarcoma,SpecificDisease,MESH:D018232
9090524,132,145,kidney cancer,SpecificDisease,MESH:D007680
9090524,147,159,Wilms tumour,SpecificDisease,MESH:D009396
9090524,161,163,WT,SpecificDisease,MESH:D009396
9090524,297,319,sporadic Wilms tumours,SpecificDisease,MESH:D009396
9090524,378,398,Denys-Drash syndrome,SpecificDisease,MESH:D030321
9090524,546,576,juvenile granulosa cell tumour,SpecificDisease,MESH:D006106
9090524,578,611,non-asbestos related mesothelioma,SpecificDisease,MESH:D008654
9090524,613,649,desmoplastic small round cell tumour,SpecificDisease,MESH:D058405
9090524,670,692,acute myeloid leukemia,SpecificDisease,MESH:D015470
8659549,86,101,Canavan disease,SpecificDisease,MESH:D017825
8659549,103,118,Canavan disease,SpecificDisease,MESH:D017825
8659549,186,214,deficiency of aspartoacylase,SpecificDisease,MESH:D017825
8659549,253,268,Canavan disease,SpecificDisease,MESH:D017825
8659549,583,598,Canavan disease,SpecificDisease,MESH:D017825
8659549,1251,1266,Canavan disease,SpecificDisease,MESH:D017825
8659549,1742,1760,deficiency of ASPA,SpecificDisease,MESH:D017825
8659549,1792,1807,Canavan disease,SpecificDisease,MESH:D017825
9145677,69,82,breast cancer,SpecificDisease,MESH:D001943
9145677,196,209,breast cancer,SpecificDisease,MESH:D001943
9145677,503,516,breast cancer,SpecificDisease,MESH:D001943
9145677,708,721,breast cancer,SpecificDisease,MESH:D001943
9145677,779,792,breast cancer,SpecificDisease,MESH:D001943
9145677,801,815,ovarian cancer,SpecificDisease,MESH:D010051
9145677,1014,1027,breast cancer,SpecificDisease,MESH:D001943
9145677,1045,1059,ovarian cancer,SpecificDisease,MESH:D010051
9145677,1285,1298,breast cancer,SpecificDisease,MESH:D001943
9145677,1316,1330,breast cancers,SpecificDisease,MESH:D001943
9145677,1460,1474,ovarian cancer,SpecificDisease,MESH:D010051
9145677,1518,1531,breast cancer,SpecificDisease,MESH:D001943
9271438,262,265,RCC,SpecificDisease,MESH:D002292
9271438,1831,1856,von Hippel-Lindau disease,SpecificDisease,MESH:D006623
9271438,1861,1864,RCC,SpecificDisease,MESH:D002292
8605116,52,77,hereditary retinoblastoma,SpecificDisease,MESH:D012175
8723064,69,90,Prader-Willi syndrome,SpecificDisease,MESH:D011218
8723064,329,350,Prader-Willi syndrome,SpecificDisease,MESH:D011218
8723064,352,355,PWS,SpecificDisease,MESH:D011218
8723064,392,395,PWS,SpecificDisease,MESH:D011218
8666397,206,230,Wiskott-Aldrich syndrome,SpecificDisease,MESH:D014923
8666397,1012,1036,Wiskott-Aldrich syndrome,SpecificDisease,MESH:D014923
8789439,20,34,Norrie disease,SpecificDisease,MESH:C537849
8789439,159,173,Norrie disease,SpecificDisease,MESH:C537849
8659522,259,277,Huntington disease,SpecificDisease,MESH:D006816
8659522,279,281,HD,SpecificDisease,MESH:D006816
8659522,1421,1423,HD,SpecificDisease,MESH:D006816
8659522,1749,1751,HD,SpecificDisease,MESH:D006816
8894695,45,65,lesch-nyhan syndrome,SpecificDisease,MESH:D007926
8894695,67,141,Complete hypoxanthine-guanine phosphoribosyl-transferase (HPRT) deficiency,SpecificDisease,MESH:D007926
8894695,167,187,Lesch-Nyhan syndrome,SpecificDisease,MESH:D007926
8894695,396,416,Lesch-Nyhan syndrome,SpecificDisease,MESH:D007926
8894695,591,606,HPRT-deficiency,SpecificDisease,MESH:D007926
8894695,1191,1211,Lesch-Nyhan syndrome,SpecificDisease,MESH:D007926
8673132,84,92,myopathy,SpecificDisease,MESH:D009135
8673132,94,112,Myotonic dystrophy,SpecificDisease,MESH:D009223
8673132,114,116,DM,SpecificDisease,MESH:D009223
8673132,395,424,progressive skeletal myopathy,SpecificDisease,MESH:D009135
8673132,469,471,DM,SpecificDisease,MESH:D009223
8673132,538,556,fibre degeneration,SpecificDisease,MESH:D020966
8673132,561,569,fibrosis,SpecificDisease,MESH:D005355
8833159,252,288,benign familial neonatal convulsions,SpecificDisease,MESH:D020936
8833159,290,340,autosomal dominant nocturnal frontal lobe epilepsy,SpecificDisease,MESH:D017034
8833159,461,511,autosomal dominant nocturnal frontal lobe epilepsy,SpecificDisease,MESH:D017034
8595416,134,152,Myotonic dystrophy,SpecificDisease,MESH:D009223
8595416,154,156,DM,SpecificDisease,MESH:D009223
9028321,48,87,autoimmune lymphoproliferative syndrome,SpecificDisease,MESH:D056735
9028321,444,483,autoimmune lymphoproliferative syndrome,SpecificDisease,MESH:D056735
9028321,485,489,ALPS,SpecificDisease,MESH:D056735
9028321,586,590,ALPS,SpecificDisease,MESH:D056735
9063749,140,153,breast cancer,SpecificDisease,MESH:D001943
9063749,158,172,ovarian cancer,SpecificDisease,MESH:D010051
9063749,431,444,breast cancer,SpecificDisease,MESH:D001943
9063749,1559,1572,breast cancer,SpecificDisease,MESH:D001943
8758207,75,110,non-papillary renal cell carcinomas,SpecificDisease,MESH:D002292
8758207,178,208,sporadic renal cell carcinomas,SpecificDisease,MESH:D002292
8758207,450,485,non-papillary renal cell carcinomas,SpecificDisease,MESH:D002292
8758207,520,541,renal cell carcinomas,SpecificDisease,MESH:D002292
8758207,559,594,non-papillary renal cell carcinomas,SpecificDisease,MESH:D002292
8758207,725,746,renal cell carcinomas,SpecificDisease,MESH:D002292
8758207,764,792,papillary renal cell tumours,SpecificDisease,MESH:D002292
8758207,1110,1144,non-papillary renal cell carcinoma,SpecificDisease,MESH:D002292
8637912,41,59,prostate carcinoma,SpecificDisease,MESH:D011471
8637912,124,139,Prostate cancer,SpecificDisease,MESH:D011471
8637912,401,420,prostate carcinomas,SpecificDisease,MESH:D011471
8637912,498,517,prostate carcinomas,SpecificDisease,MESH:D011471
8637912,1620,1638,prostate carcinoma,SpecificDisease,MESH:D011471
8637912,1732,1756,prostatic adenocarcinoma,SpecificDisease,MESH:D011471
8931695,41,64,atelosteogenesis type 2,SpecificDisease,MESH:C535395
8931695,69,90,diastrophic dysplasia,SpecificDisease,MESH:C536170
8931695,267,288,diastrophic dysplasia,SpecificDisease,MESH:C536170
8931695,296,319,atelosteogenesis type 2,SpecificDisease,MESH:C535395
8931695,321,324,AO2,SpecificDisease,MESH:C535395
8931695,407,430,DTDST chondrodysplasias,SpecificDisease,MESH:C536170
8931695,537,541,AO-2,SpecificDisease,MESH:C535395
8931695,597,600,AO2,SpecificDisease,MESH:C535395
8931695,872,875,AO2,SpecificDisease,MESH:C535395
8931695,1283,1286,AO2,SpecificDisease,MESH:C535395
8931695,1661,1664,AO2,SpecificDisease,MESH:C535395
9069115,69,81,alkaptonuria,SpecificDisease,MESH:D000474
9069115,1679,1691,alkaptonuria,SpecificDisease,MESH:D000474
8673131,86,104,Myotonic dystrophy,SpecificDisease,MESH:D009223
8673131,106,108,DM,SpecificDisease,MESH:D009223
8673131,619,646,hypertrophic cardiomyopathy,SpecificDisease,MESH:D002312
8673131,768,775,atrophy,SpecificDisease,MESH:D001284
8673131,777,785,myotonia,SpecificDisease,MESH:D009222
8673131,787,795,cataract,SpecificDisease,MESH:D002386
8673131,800,816,male-infertility,SpecificDisease,MESH:D007248
8871666,19,62,combined subtotal deficiencies of C6 and C7,SpecificDisease,MESH:C566443
8871666,128,169,Combined subtotal deficiency of C6 and C7,SpecificDisease,MESH:C566443
9019400,98,111,breast cancer,SpecificDisease,MESH:D001943
9019400,503,516,breast cancer,SpecificDisease,MESH:D001943
9019400,554,571,breast carcinomas,SpecificDisease,MESH:D001943
9019400,912,925,breast cancer,SpecificDisease,MESH:D001943
8689689,94,102,Aniridia,SpecificDisease,MESH:D015783
8689689,260,275,iris hypoplasia,SpecificDisease,MESH:D007499
8644702,1517,1535,malignant melanoma,SpecificDisease,MESH:D008545
8644702,1540,1557,oligodendroglioma,SpecificDisease,MESH:D009837
8644702,1565,1579,carcinosarcoma,SpecificDisease,MESH:D002296
8644702,1655,1669,ovarian cancer,SpecificDisease,MESH:D010051
8644702,1887,1902,ovarian cancers,SpecificDisease,MESH:D010051
8929264,33,50,colorectal cancer,SpecificDisease,MESH:D015179
8929264,136,162,stage II colorectal cancer,SpecificDisease,MESH:D015179
8929264,269,286,colorectal cancer,SpecificDisease,MESH:D015179
8929264,408,428,colorectal carcinoma,SpecificDisease,MESH:D015179
8929264,1044,1063,DCC-negative tumors,SpecificDisease,MESH:D009369
8929264,1132,1149,stage III disease,SpecificDisease,MESH:D009369
8929264,1332,1362,stage II colorectal carcinomas,SpecificDisease,MESH:D015179
8828602,17,32,phenylketonuria,SpecificDisease,MESH:D010661
8828602,44,59,phenylketonuria,SpecificDisease,MESH:D010661
8828602,61,64,PKU,SpecificDisease,MESH:D010661
8828602,113,160,deficiency of hepatic phenylalanine hydroxylase,SpecificDisease,MESH:D010661
8828602,217,220,PKU,SpecificDisease,MESH:D010661
8828602,1017,1020,PKU,SpecificDisease,MESH:D010661
8682510,0,24,Wiskott-Aldrich syndrome,SpecificDisease,MESH:D014923
8682510,259,262,WAS,SpecificDisease,MESH:D014923
8682510,287,312,X-linked thrombocytopenia,SpecificDisease,MESH:C564052
8954016,690,693,HPT,SpecificDisease,MESH:D006961
8954016,698,700,JT,SpecificDisease,MESH:D007573
8954016,770,772,JT,SpecificDisease,MESH:D007573
8954016,865,890,polycystic kidney disease,SpecificDisease,MESH:D007690
8954016,1026,1037,primary HPT,SpecificDisease,MESH:D049950
8954016,1772,1781,jaw tumor,SpecificDisease,MESH:D007573
8954016,1788,1805,parathyroid tumor,SpecificDisease,MESH:D010282
8692963,460,472,galactosemia,SpecificDisease,MESH:D005693
8692963,1578,1590,galactosemia,SpecificDisease,MESH:D005693
8968716,1324,1337,breast cancer,SpecificDisease,MESH:D001943
8956035,475,481,favism,SpecificDisease,MESH:D005236
8825052,31,48,sporadic aniridia,SpecificDisease,MESH:D015783
8825052,110,137,bilateral sporadic aniridia,SpecificDisease,MESH:D015783
8825052,395,403,aniridia,SpecificDisease,MESH:D015783
8825052,570,578,aniridia,SpecificDisease,MESH:D015783
8825052,744,752,aniridia,SpecificDisease,MESH:D015783
8589723,198,211,breast cancer,SpecificDisease,MESH:D001943
8589723,230,244,ovarian cancer,SpecificDisease,MESH:D010051
8589723,722,735,breast cancer,SpecificDisease,MESH:D001943
8589723,974,988,ovarian cancer,SpecificDisease,MESH:D010051
8589723,1271,1296,hereditary ovarian cancer,SpecificDisease,MESH:D061325
8589723,1320,1333,breast cancer,SpecificDisease,MESH:D001943
8649785,93,113,Li-Fraumeni syndrome,SpecificDisease,MESH:D016864
8649785,158,178,Li-Fraumeni syndrome,SpecificDisease,MESH:D016864
8649785,769,783,leiomyosarcoma,SpecificDisease,MESH:D007890
9241282,92,110,Myotonic dystrophy,SpecificDisease,MESH:D009223
9241282,115,135,dystrophia myotonica,SpecificDisease,MESH:D009223
9241282,137,139,DM,SpecificDisease,MESH:D009223
9122265,14,51,autosomal dominant myotonia congenita,SpecificDisease,OMIM:160800
9122265,108,145,Autosomal dominant myotonia congenita,SpecificDisease,OMIM:160800
9012404,797,811,ovarian cancer,SpecificDisease,MESH:D010051
9012404,875,893,male breast cancer,SpecificDisease,MESH:D018567
8733131,354,374,renal cell carcinoma,SpecificDisease,MESH:D002292
8733131,379,396,phaeochromocytoma,SpecificDisease,MESH:D010673
8733131,463,492,sporadic renal cell carcinoma,SpecificDisease,MESH:D002292
8733131,497,514,haemangioblastoma,SpecificDisease,MESH:D018325
9195227,201,218,breast carcinomas,SpecificDisease,MESH:D001943
9195227,681,694,breast cancer,SpecificDisease,MESH:D001943
9195227,1067,1111,estrogen receptor-positive breast carcinomas,SpecificDisease,MESH:D001943
8675707,10,32,coronary heart disease,SpecificDisease,MESH:D003327
8675707,275,297,coronary heart disease,SpecificDisease,MESH:D003327
8675707,299,302,CHD,SpecificDisease,MESH:D003327
8675707,842,845,CHD,SpecificDisease,MESH:D003327
8675707,936,939,CHD,SpecificDisease,MESH:D003327
8675707,1195,1198,CHD,SpecificDisease,MESH:D003327
8675707,1333,1336,CHD,SpecificDisease,MESH:D003327
8675707,1363,1378,CETP deficiency,SpecificDisease,OMIM:143470
8675707,1424,1427,CHD,SpecificDisease,MESH:D003327
9223307,143,164,ataxia-telangiectasia,SpecificDisease,MESH:D001260
9223307,166,169,A-T,SpecificDisease,MESH:D001260
8651278,43,68,hereditary retinoblastoma,SpecificDisease,MESH:D012175
8651278,136,161,hereditary retinoblastoma,SpecificDisease,MESH:D012175
8625410,279,303,Wiskott-Aldrich syndrome,SpecificDisease,MESH:D014923
8625410,305,308,WAS,SpecificDisease,MESH:D014923
8625410,936,939,WAS,SpecificDisease,MESH:D014923
9272171,0,39,Adult onset globoid cell leukodystrophy,SpecificDisease,MESH:D007965
9272171,41,55,Krabbe disease,SpecificDisease,MESH:D007965
9272171,201,240,adult onset globoid cell leukodystrophy,SpecificDisease,MESH:D007965
9272171,242,256,Krabbe disease,SpecificDisease,MESH:D007965
9272171,258,264,AO-GLD,SpecificDisease,MESH:D007965
9272171,1674,1680,IF-GLD,SpecificDisease,MESH:D007965
9272171,1779,1782,GLD,SpecificDisease,MESH:D007965
9144439,95,130,insulin-dependent diabetes mellitus,SpecificDisease,MESH:C565100
9144439,422,426,IDDM,SpecificDisease,MESH:D003922
9144439,465,469,IDDM,SpecificDisease,MESH:D003922
9144439,610,614,IDDM,SpecificDisease,MESH:D003922
9144439,651,655,IDDM,SpecificDisease,MESH:D003922
9144439,720,724,IDDM,SpecificDisease,MESH:D003922
9144439,944,948,IDDM,SpecificDisease,MESH:D003922
9144439,1108,1112,IDDM,SpecificDisease,MESH:D003922
8892662,23,47,complement C7 deficiency,SpecificDisease,MESH:C566443
8892662,49,73,Complement C7 deficiency,SpecificDisease,MESH:C566443
8892662,75,78,C7D,SpecificDisease,MESH:C566443
8892662,174,196,Neisseria meningitidis,SpecificDisease,MESH:D008589
8892662,244,247,C7D,SpecificDisease,MESH:C566443
8892662,1030,1033,C7D,SpecificDisease,MESH:C566443
8892662,1091,1094,C7D,SpecificDisease,MESH:C566443
8622978,88,119,type IID von Willebrand disease,SpecificDisease,MESH:D056728
8622978,260,291,type IID von Willebrand disease,SpecificDisease,MESH:D056728
8622978,1405,1436,type IID von Willebrand disease,SpecificDisease,MESH:D056728
8968760,0,21,Ataxia-telangiectasia,SpecificDisease,MESH:D001260
8968760,129,150,ataxia-telangiectasia,SpecificDisease,MESH:D001260
8968760,152,155,A-T,SpecificDisease,MESH:D001260
8755918,48,69,ataxia-telangiectasia,SpecificDisease,MESH:D001260
8755918,107,128,ataxia-telangiectasia,SpecificDisease,MESH:D001260
8755918,130,133,A-T,SpecificDisease,MESH:D001260
8755918,824,841,cerebellar ataxia,SpecificDisease,MESH:D002524
8755918,1095,1098,A-T,SpecificDisease,MESH:D001260
8696339,176,194,Huntington disease,SpecificDisease,MESH:D006816
8696339,196,198,HD,SpecificDisease,MESH:D006816
8696339,709,711,HD,SpecificDisease,MESH:D006816
10192393,539,565,adenomatous polyposis coli,SpecificDisease,MESH:D011125
10192393,567,570,APC,SpecificDisease,MESH:D011125
10192393,879,893,pilomatricomas,SpecificDisease,MESH:D018296
10192393,1021,1035,pilomatricomas,SpecificDisease,MESH:D018296
10192393,1312,1326,pilomatricomas,SpecificDisease,MESH:D018296
10194428,102,117,hemochromatosis,SpecificDisease,MESH:D006432
10194428,119,145,Hereditary hemochromatosis,SpecificDisease,MESH:D006432
10194428,147,149,HH,SpecificDisease,MESH:D006432
10194428,292,294,HH,SpecificDisease,MESH:D006432
10194428,779,794,hemochromatosis,SpecificDisease,MESH:D006432
10194428,1312,1327,hemochromatosis,SpecificDisease,MESH:D006432
10196379,1257,1271,ovarian cancer,SpecificDisease,MESH:D010051
10021369,1090,1096,cancer,SpecificDisease,MESH:D009369
100562,0,58,Familial deficiency of the seventh component of complement,SpecificDisease,MESH:C566443
100562,183,216,disseminated gonococcal infection,SpecificDisease,MESH:D004673
100562,234,258,meningococcal meningitis,SpecificDisease,MESH:D008585
100562,898,920,Complete absence of C7,SpecificDisease,MESH:C566443
100562,984,1008,meningococcal meningitis,SpecificDisease,MESH:D008585
100562,1196,1209,C7 deficiency,SpecificDisease,MESH:C566443
100562,1292,1305,C7 deficiency,SpecificDisease,MESH:C566443
100562,1428,1459,bacteremic neisseria infections,SpecificDisease,MESH:D016870
10078749,44,66,oromandibular dystonia,SpecificDisease,MESH:D008538
10078749,146,168,oromandibular dystonia,SpecificDisease,MESH:D008538
10078749,392,416,dopa-responsive dystonia,SpecificDisease,MESH:C538007
10085150,198,224,hereditary hemochromatosis,SpecificDisease,MESH:D006432
10090880,34,62,familial Mediterranean fever,SpecificDisease,MESH:D010505
10090880,200,228,Familial Mediterranean fever,SpecificDisease,MESH:D010505
10090880,230,233,FMF,SpecificDisease,MESH:D010505
10090880,1087,1090,FMF,SpecificDisease,MESH:D010505
10090880,1522,1525,FMF,SpecificDisease,MESH:D010505
10090885,0,39,Autoimmune lymphoproliferative syndrome,SpecificDisease,MESH:D056735
10090885,93,132,Autoimmune lymphoproliferative syndrome,SpecificDisease,MESH:D056735
10090885,134,138,ALPS,SpecificDisease,MESH:D056735
10090885,968,972,ALPS,SpecificDisease,MESH:D056735
10090885,1773,1777,ALPS,SpecificDisease,MESH:D056735
10190819,94,123,X-linked adrenoleukodystrophy,SpecificDisease,MESH:D000326
10190819,137,166,X-linked adrenoleukodystrophy,SpecificDisease,MESH:D000326
10190819,168,171,ALD,SpecificDisease,MESH:D000326
10190819,226,248,neurologic dysfunction,SpecificDisease,MESH:D009461
10190819,322,325,ALD,SpecificDisease,MESH:D000326
10190819,358,380,childhood cerebral ALD,SpecificDisease,MESH:D000326
10190819,462,474,cerebral ALD,SpecificDisease,MESH:D000326
10190819,564,585,adrenomyeloneuropathy,SpecificDisease,MESH:D000326
