ID,Start,End,Description,Type,MESH ID
10021369,93,132,adenomatous polyposis coli (APC) tumour,Modifier,MESH:D011125
10021369,357,372,colon carcinoma,Modifier,MESH:D003110
10021369,955,970,colon carcinoma,Modifier,MESH:D003110
10021369,1090,1096,cancer,SpecificDisease,MESH:D009369
100562,0,58,Familial deficiency of the seventh component of complement,SpecificDisease,OMIM:610102
100562,85,123,bacteremic infections due to Neisseria,DiseaseClass,MESH:D016870
100562,183,216,disseminated gonococcal infection,SpecificDisease,MESH:D004673
100562,234,258,meningococcal meningitis,SpecificDisease,MESH:D008585
100562,263,272,arthritis,DiseaseClass,MESH:D001168
100562,734,758,absence of functional C7,Modifier,OMIM:610102
100562,898,920,Complete absence of C7,SpecificDisease,OMIM:610102
100562,984,1008,meningococcal meningitis,SpecificDisease,MESH:D008585
100562,1013,1022,arthritis,DiseaseClass,MESH:D001168
100562,1196,1209,C7 deficiency,SpecificDisease,OMIM:610102
100562,1292,1305,C7 deficiency,SpecificDisease,OMIM:610102
100562,1428,1459,bacteremic neisseria infections,SpecificDisease,MESH:D016870
10078749,44,66,oromandibular dystonia,SpecificDisease,MESH:D008538
10078749,146,168,oromandibular dystonia,SpecificDisease,MESH:D008538
10078749,202,210,dystonia,DiseaseClass,MESH:D004421
10078749,359,367,dystonic,Modifier,MESH:D004421
10078749,392,416,dopa-responsive dystonia,SpecificDisease,MESH:C538007
10085150,4,30,hereditary hemochromatosis,Modifier,MESH:D006432
10085150,170,197,autosomal recessive disease,DiseaseClass,MESH:D030342
10085150,198,224,hereditary hemochromatosis,SpecificDisease,MESH:D006432
10085150,2094,2120,hereditary hemochromatotic,Modifier,MESH:D006432
10090880,34,62,familial Mediterranean fever,SpecificDisease,MESH:D010505
10090880,200,228,Familial Mediterranean fever,SpecificDisease,MESH:D010505
10090880,230,233,FMF,SpecificDisease,MESH:D010505
10090880,240,258,recessive disorder,DiseaseClass,MESH:D030342
10090880,299,308,serositis,DiseaseClass,MESH:D012700
10090880,312,321,synovitis,DiseaseClass,MESH:D013585
10090880,327,330,FMF,Modifier,MESH:D010505
10090880,1087,1090,FMF,SpecificDisease,MESH:D010505
10090880,1522,1525,FMF,SpecificDisease,MESH:D010505
10090885,0,39,Autoimmune lymphoproliferative syndrome,SpecificDisease,MESH:D056735
10090885,93,132,Autoimmune lymphoproliferative syndrome,SpecificDisease,MESH:D056735
10090885,134,138,ALPS,SpecificDisease,MESH:D056735
10090885,145,207,disorder of lymphocyte homeostasis and immunological tolerance,CompositeMention,MESH:D008232|MESH:D007154
10090885,412,416,ALPS,Modifier,MESH:D056735
10090885,968,972,ALPS,SpecificDisease,MESH:D056735
10090885,1191,1195,ALPS,Modifier,MESH:D056735
10090885,1471,1475,ALPS,Modifier,MESH:D056735
10090885,1538,1542,ALPS,Modifier,MESH:D056735
10090885,1773,1777,ALPS,SpecificDisease,MESH:D056735
10190819,94,123,X-linked adrenoleukodystrophy,SpecificDisease,MESH:D000326
10190819,137,166,X-linked adrenoleukodystrophy,SpecificDisease,MESH:D000326
10190819,168,171,ALD,SpecificDisease,MESH:D000326
10190819,179,196,inherited disease,DiseaseClass,MESH:D030342
10190819,226,248,neurologic dysfunction,SpecificDisease,MESH:D009461
10190819,279,300,adrenal insufficiency,DiseaseClass,MESH:D000309
10190819,322,325,ALD,SpecificDisease,MESH:D000326
10190819,358,380,childhood cerebral ALD,SpecificDisease,MESH:D000326
10190819,394,418,neurologic deterioration,DiseaseClass,MESH:D009461
10190819,462,474,cerebral ALD,SpecificDisease,MESH:D000326
10190819,514,536,neurologic dysfunction,DiseaseClass,MESH:D009461
10190819,564,585,adrenomyeloneuropathy,SpecificDisease,MESH:D000326
10190819,590,605,Addison disease,SpecificDisease,MESH:D000224
10190819,834,837,ALD,SpecificDisease,MESH:D000326
10190819,1048,1070,childhood cerebral ALD,SpecificDisease,MESH:D000326
10190819,1101,1113,cerebral ALD,SpecificDisease,MESH:D000326
10190819,1135,1156,adrenomyeloneuropathy,SpecificDisease,MESH:D000326
10190819,1239,1242,ALD,SpecificDisease,MESH:D000326
10190819,1546,1558,cerebral ALD,SpecificDisease,MESH:D000326
10190819,1771,1774,ALD,Modifier,MESH:D000326
10190819,2533,2536,ALD,SpecificDisease,MESH:D000326
10190819,2650,2653,ALD,SpecificDisease,MESH:D000326
6859721,0,46,Absence of the seventh component of complement,SpecificDisease,OMIM:610102
6859721,65,88,chronic meningococcemia,SpecificDisease,MESH:D008589
6859721,103,113,vasculitis,SpecificDisease,MESH:D014657
6859721,168,173,fever,SpecificDisease,MESH:D005334
6859721,175,184,arthritis,SpecificDisease,MESH:D001168
6859721,190,210,cutaneous vasculitis,SpecificDisease,MESH:D018366
6859721,229,252,chronic meningococcemia,SpecificDisease,MESH:D008589
6859721,367,416,deficiency of the seventh component of complement,SpecificDisease,OMIM:610102
6859721,493,509,deficiency of C7,SpecificDisease,OMIM:610102
6859721,527,555,Chronic neisserial infection,SpecificDisease,MESH:D016870
6859721,579,592,C7 deficiency,SpecificDisease,OMIM:610102
6859721,640,660,cutaneous vasculitis,SpecificDisease,MESH:D018366
10071185,40,82,dihydropyrimidine dehydrogenase deficiency,SpecificDisease,MESH:D054067
10071185,84,132,Dihydropyrimidine dehydrogenase (DPD) deficiency,SpecificDisease,MESH:D054067
10071185,139,166,autosomal recessive disease,DiseaseClass,MESH:D030342
10071185,356,370,DPD deficiency,SpecificDisease,MESH:D054067
10071185,438,455,deficiency of DPD,SpecificDisease,MESH:D054067
10071185,745,748,DPD,Modifier,MESH:D054067
10071185,985,1005,convulsive disorders,DiseaseClass,MESH:D004829
10071185,1007,1024,motor retardation,DiseaseClass,MESH:D019957
10071185,1029,1047,mental retardation,DiseaseClass,MESH:D008607
10071185,1252,1274,clinical abnormalities,DiseaseClass,MESH:D013568
10071185,1304,1318,DPD deficiency,SpecificDisease,MESH:D054067
1323345,30,81,glucose-6-phosphate dehydrogenase (G6PD) deficiency,SpecificDisease,MESH:D005955
1323345,170,185,G6PD deficiency,SpecificDisease,MESH:D005955
1323345,284,335,glucose-6-phosphate dehydrogenase (G6PD) deficiency,SpecificDisease,MESH:D005955
1323345,640,655,G6PD deficiency,SpecificDisease,MESH:D005955
1323345,1125,1140,G6PD deficiency,SpecificDisease,MESH:D005955
2828430,0,34,Homozygous hypobetalipoproteinemia,SpecificDisease,MESH:D006995
2828430,60,83,abetalipoproproteinemia,SpecificDisease,MESH:D000012
2828430,158,192,homozygous hypobetalipoproteinemia,SpecificDisease,MESH:D006995
2828430,194,197,HBL,SpecificDisease,MESH:D006995
2828430,441,444,HBL,Modifier,MESH:D006995
2828430,570,573,HBL,Modifier,MESH:D006995
2828430,749,752,HBL,Modifier,MESH:D006995
2828430,875,878,HBL,Modifier,MESH:D006995
2828430,1010,1030,abetalipoproteinemia,SpecificDisease,MESH:D000012
10471457,59,74,hemochromatosis,Modifier,MESH:D006432
10471457,105,131,Hereditary hemochromatosis,SpecificDisease,MESH:D006432
10471457,194,209,hemochromatosis,Modifier,MESH:D006432
10471457,281,301,excess iron deposits,DiseaseClass,MESH:D019190
10471457,1357,1372,hemochromatosis,SpecificDisease,MESH:D006432
10471457,1724,1740,hepatic fibrosis,DiseaseClass,MESH:D008103
10471457,1770,1799,excessive alcohol consumption,SpecificDisease,MESH:D000435
10471457,1805,1814,cirrhosis,DiseaseClass,MESH:D008103
10471457,1824,1848,microvesicular steatosis,SpecificDisease,MESH:D005234
10471457,1950,1976,hereditary hemochromatosis,SpecificDisease,MESH:D006432
10471457,1986,1998,hepatomegaly,DiseaseClass,MESH:D006529
10471457,2000,2017,skin pigmentation,DiseaseClass,MESH:D010859
10471457,2023,2032,arthritis,DiseaseClass,MESH:D001168
10471457,2252,2267,hemochromatosis,SpecificDisease,MESH:D006432
7574457,58,86,Pelizaeus-Merzbacher disease,SpecificDisease,OMIM:312080
7574457,88,116,Pelizaeus-Merzbacher disease,SpecificDisease,OMIM:312080
7574457,122,202,"rare, sex-linked recessive, dysmyelinating disease of the central nervous system",DiseaseClass,MESH:D020279|MESH:D035583
7574457,323,351,Pelizaeus-Merzbacher disease,SpecificDisease,OMIM:312080
7574457,775,803,Pelizaeus-Merzbacher disease,SpecificDisease,OMIM:312080
7574457,1202,1230,Pelizaeus-Merzbacher disease,SpecificDisease,OMIM:312080
10466420,97,118,diastrophic dysplasia,SpecificDisease,MESH:C536170
10466420,160,177,chondrodysplasias,DiseaseClass,MESH:D010009
10466420,262,283,diastrophic dysplasia,SpecificDisease,MESH:C536170
10466420,340,353,platyspondyly,DiseaseClass,MESH:D013122
10466420,431,451,metatropic dysplasia,SpecificDisease,MESH:C537356
1676565,44,72,Pelizaeus-Merzbacher disease,SpecificDisease,OMIM:312080
1676565,270,307,X-linked Pelizaeus-Merzbacher disease,SpecificDisease,OMIM:312080
1676565,309,312,PMD,SpecificDisease,OMIM:312080
1676565,643,646,PMD,SpecificDisease,OMIM:312080
1776638,0,16,Gardner syndrome,SpecificDisease,MESH:D005736
1776638,122,138,Gardner syndrome,SpecificDisease,MESH:D005736
1776638,140,142,GS,SpecificDisease,MESH:D005736
1776638,145,163,mental retardation,DiseaseClass,MESH:D008607
1776638,169,195,craniofacial abnormalities,DiseaseClass,MESH:D019465
1776638,406,432,adenomatous polyposis coli,SpecificDisease,MESH:D011125
1776638,471,473,GS,SpecificDisease,MESH:D005736
1776638,477,500,familial polyposis coli,SpecificDisease,MESH:D011125
1776638,502,505,FPC,SpecificDisease,MESH:D011125
1577763,0,37,Type I human complement C2 deficiency,SpecificDisease,OMIM:217000
1577763,141,176,deficiency of complement protein C2,SpecificDisease,OMIM:217000
1577763,356,376,Type I C2 deficiency,SpecificDisease,OMIM:217000
1577763,596,608,C2-deficient,Modifier,OMIM:217000
1577763,688,708,type I C2 deficiency,SpecificDisease,OMIM:217000
1577763,768,787,type I C2-deficient,Modifier,OMIM:217000
1577763,1283,1303,type II C2-deficient,Modifier,OMIM:217000
1577763,1343,1380,type I human complement C2 deficiency,SpecificDisease,OMIM:217000
1577763,1705,1717,C2-deficient,Modifier,OMIM:217000
1577763,1815,1836,type II C2 deficiency,SpecificDisease,OMIM:217000
1577763,1897,1911,genetic defect,DiseaseClass,MESH:D030342
10767339,20,35,FMR1 deficiency,SpecificDisease,OMIM:300624
10767339,92,110,Fragile X syndrome,SpecificDisease,MESH:D005600
10767339,132,150,mental retardation,DiseaseClass,MESH:D008607
10767339,375,389,macroorchidism,SpecificDisease,MESH:D005600
10767339,541,559,fragile X syndrome,SpecificDisease,MESH:D005600
10767339,1203,1212,fragile X,Modifier,MESH:D005600
10767339,1489,1496,anxiety,Modifier,MESH:D001008
10767339,1772,1790,fragile X syndrome,SpecificDisease,MESH:D005600
10208848,0,13,Fabry disease,SpecificDisease,MESH:D000795
10208848,158,171,Fabry disease,SpecificDisease,MESH:D000795
10208848,173,175,FD,SpecificDisease,MESH:D000795
10208848,178,209,angiokeratoma corporis diffusum,SpecificDisease,MESH:D000795
10208848,217,270,X-linked inborn error of glycosphingolipid metabolism,DiseaseClass,MESH:D008052
10208848,510,523,angiokeratoma,SpecificDisease,MESH:D000794
10208848,525,547,severe acroparesthesia,SpecificDisease,MESH:D010292
10208848,549,562,renal failure,SpecificDisease,MESH:D051437
10208848,568,603,vasculopathy of the heart and brain,CompositeMention,MESH:D014652
10208848,628,658,alpha-galactosidase deficiency,SpecificDisease,MESH:D000795
10208848,1030,1052,alpha-Gal A deficiency,SpecificDisease,MESH:D000795
10208848,1104,1106,FD,SpecificDisease,MESH:D000795
8533768,24,40,bipolar disorder,SpecificDisease,MESH:D001714
8533768,183,209,bipolar affective disorder,SpecificDisease,MESH:D001714
8533768,211,215,BPAD,SpecificDisease,MESH:D001714
8533768,306,310,BPAD,Modifier,MESH:D001714
8533768,1345,1349,BPAD,SpecificDisease,MESH:D001714
8531967,65,78,breast cancer,SpecificDisease,MESH:D001943
8531967,165,190,breast and ovarian cancer,CompositeMention,MESH:D001943|MESH:D010051
8531967,279,292,breast cancer,SpecificDisease,MESH:D001943
8531967,407,420,breast cancer,SpecificDisease,MESH:D001943
8531967,507,520,breast cancer,SpecificDisease,MESH:D001943
8531967,559,572,breast cancer,SpecificDisease,MESH:D001943
8531967,1143,1167,breast or ovarian cancer,CompositeMention,MESH:D001943|MESH:D010051
8531967,1405,1418,breast cancer,SpecificDisease,MESH:D001943
8531967,1503,1527,breast or ovarian cancer,CompositeMention,MESH:D001943|MESH:D010051
10915776,19,41,X-linked retinoschisis,Modifier,MESH:D041441
10915776,137,159,X-linked retinoschisis,SpecificDisease,MESH:D041441
10915776,283,303,visual deterioration,DiseaseClass,MESH:C531604
10915776,1376,1390,retinoblastoma,Modifier,MESH:D012175
10915776,1604,1626,X-linked retinoschisis,SpecificDisease,MESH:D041441
10915776,1779,1796,retinal dystrophy,DiseaseClass,MESH:D058499
1302003,25,28,CHM,Modifier,MESH:D015794
1302003,60,73,choroideremia,SpecificDisease,MESH:D015794
1302003,75,88,Choroideremia,SpecificDisease,MESH:D015794
1302003,90,93,CHM,SpecificDisease,MESH:D015794
1302003,101,160,X-linked progressive degeneration of the choroid and retina,DiseaseClass,MESH:D015785
1302003,233,236,CHM,Modifier,MESH:D015794
1302003,286,289,CHM,Modifier,MESH:D015794
1302003,384,387,CHM,Modifier,MESH:D015794
1302003,812,815,CHM,Modifier,MESH:D015794
1302003,890,893,CHM,Modifier,MESH:D015794
7811247,0,29,X-linked adrenoleukodystrophy,SpecificDisease,MESH:D000326
7811247,31,34,ALD,SpecificDisease,MESH:D000326
7811247,61,64,ALD,Modifier,MESH:D000326
7811247,152,172,adrenoleukodystrophy,Modifier,MESH:D000326
7811247,174,177,ALD,Modifier,MESH:D000326
7811247,204,218,adolescent ALD,SpecificDisease,MESH:D000326
7811247,324,327,ALD,Modifier,MESH:D000326
7811247,518,530,cerebral ALD,SpecificDisease,MESH:D000326
7811247,536,557,adrenomyeloneuropathy,SpecificDisease,MESH:D000326
7811247,563,575,Addison only,SpecificDisease,MESH:D000224
7811247,745,748,ALD,Modifier,MESH:D000326
2352258,56,81,von Hippel-Lindau disease,SpecificDisease,MESH:D006623
2352258,90,127,sporadic cerebellar haemangioblastoma,SpecificDisease,MESH:D018325
2352258,132,152,renal cell carcinoma,SpecificDisease,MESH:D002292
2352258,195,234,unilateral and bilateral retinoblastoma,CompositeMention,MESH:D012175
2352258,263,281,hereditary tumours,DiseaseClass,MESH:D009386
2352258,314,330,sporadic tumours,DiseaseClass,MESH:D009369
2352258,400,429,sporadic renal cell carcinoma,SpecificDisease,MESH:D002292
2352258,528,548,renal cell carcinoma,SpecificDisease,MESH:D002292
2352258,562,590,cerebellar haemangioblastoma,SpecificDisease,MESH:D018325
2352258,621,652,von Hippel-Lindau (VHL) disease,SpecificDisease,MESH:D006623
2352258,693,722,sporadic renal cell carcinoma,SpecificDisease,MESH:D002292
2352258,744,781,sporadic cerebellar haemangioblastoma,SpecificDisease,MESH:D018325
2352258,812,832,renal cell carcinoma,SpecificDisease,MESH:D002292
2352258,837,865,cerebellar haemangioblastoma,SpecificDisease,MESH:D018325
2352258,869,880,VHL disease,SpecificDisease,MESH:D006623
2352258,964,993,sporadic renal cell carcinoma,SpecificDisease,MESH:D002292
2352258,998,1026,cerebellar haemangioblastoma,SpecificDisease,MESH:D018325
2352258,1102,1105,VHL,Modifier,MESH:D006623
2352258,1138,1144,tumour,Modifier,MESH:D009369
2352258,1162,1199,Sporadic cerebellar haemangioblastoma,SpecificDisease,MESH:D018325
2352258,1209,1229,renal cell carcinoma,SpecificDisease,MESH:D002292
2352258,1296,1299,VHL,Modifier,MESH:D006623
10364518,58,71,Lowe syndrome,SpecificDisease,MESH:D009800
10364518,140,174,oculocerebrorenal syndrome of Lowe,SpecificDisease,MESH:D009800
10364518,176,180,OCRL,SpecificDisease,MESH:D009800
10364518,188,205,X-linked disorder,DiseaseClass,MESH:D040181
10364518,229,279,"abnormalities of eyes, nervous system, and kidneys",CompositeMention,MESH:D000015
10364518,501,505,OCRL,SpecificDisease,MESH:D009800
10364518,1251,1264,Lowe syndrome,Modifier,MESH:D009800
10449429,88,115,Duchenne muscular dystrophy,SpecificDisease,MESH:D020388
10449429,117,120,DMD,SpecificDisease,MESH:D020388
10449429,512,515,DMD,SpecificDisease,MESH:D020388
10449429,1005,1020,muscular injury,DiseaseClass,MESH:D014947
10449429,1245,1263,muscular dystrophy,SpecificDisease,MESH:D009136
10449429,1392,1395,DMD,SpecificDisease,MESH:D020388
1939657,38,56,metabolic disorder,DiseaseClass,MESH:D008659
1939657,57,98,normotriglyceridemic abetalipoproteinemia,SpecificDisease,MESH:D000012
1939657,141,182,normotriglyceridemic abetalipoproteinemia,SpecificDisease,MESH:D000012
1939657,754,788,homozygous hypobetalipoproteinemia,SpecificDisease,MESH:D006995
1409710,0,29,von Willebrand disease type B,SpecificDisease,MESH:D014842
1409710,92,106,von Willebrand,Modifier,MESH:D014842
1409710,151,165,von Willebrand,Modifier,MESH:D014842
1409710,565,594,von Willebrand disease type B,SpecificDisease,MESH:D014842
1409710,902,931,von Willebrand disease type B,SpecificDisease,MESH:D014842
1409710,1271,1300,von Willebrand disease type B,SpecificDisease,MESH:D014842
8554067,42,63,breast-ovarian cancer,Modifier,MESH:D061325
8554067,94,115,breast-ovarian cancer,Modifier,MESH:D061325
8554067,280,305,breast and ovarian cancer,Modifier,MESH:D061325
8554067,387,405,male breast cancer,SpecificDisease,MESH:D018567
8554067,1154,1177,breast-ovarian syndrome,SpecificDisease,MESH:D061325
8244393,496,555,autosomal recessive disease glucose/galactose malabsorption,SpecificDisease,OMIM:606824
8244393,1008,1024,genetic diseases,DiseaseClass,MESH:D030342
1384323,47,56,Tay-Sachs,Modifier,MESH:D013661
1384323,103,138,Deficiency of beta-hexosaminidase A,SpecificDisease,MESH:D013661
1384323,177,194,Tay-Sachs disease,SpecificDisease,MESH:D013661
1384323,234,252,deficient in Hex A,SpecificDisease,MESH:D013661
1384323,518,535,Tay-Sachs disease,Modifier,MESH:D013661
1384323,717,734,Tay-Sachs disease,Modifier,MESH:D013661
1384323,909,926,Tay-Sachs disease,Modifier,MESH:D013661
1384323,1153,1170,Tay-Sachs disease,Modifier,MESH:D013661
1307230,40,57,Tay-Sachs disease,Modifier,MESH:D013661
1307230,163,180,Tay-Sachs disease,SpecificDisease,MESH:D013661
1307230,182,185,TSD,SpecificDisease,MESH:D013661
1307230,303,306,TSD,Modifier,MESH:D013661
1307230,476,479,TSD,Modifier,MESH:D013661
1307230,694,697,TSD,Modifier,MESH:D013661
8088831,0,15,Canavan disease,SpecificDisease,MESH:D017825
8088831,134,149,Canavan disease,SpecificDisease,MESH:D017825
8088831,154,186,spongy degeneration of the brain,SpecificDisease,MESH:D017825
8088831,200,214,leukodystrophy,SpecificDisease,MESH:D007966
8088831,229,257,deficiency of aspartoacylase,SpecificDisease,MESH:D017825
8088831,360,375,Canavan disease,SpecificDisease,MESH:D017825
8088831,1481,1496,Canavan disease,SpecificDisease,MESH:D017825
6524872,0,20,Adrenoleukodystrophy,SpecificDisease,MESH:D000326
6524872,81,101,Adrenoleukodystrophy,SpecificDisease,MESH:D000326
6524872,103,106,ALD,SpecificDisease,MESH:D000326
6524872,161,194,progressive central demyelination,DiseaseClass,MESH:D003711
6524872,199,229,adrenal cortical insufficiency,DiseaseClass,MESH:D000309
6524872,509,512,ALD,SpecificDisease,MESH:D000326
6524872,528,566,Zellwegers cerebrohepatorenal syndrome,SpecificDisease,MESH:D015211
6524872,628,649,peroxisomal disorders,DiseaseClass,MESH:D018901
6524872,783,786,ALD,SpecificDisease,MESH:D000326
6524872,893,896,ALD,SpecificDisease,MESH:D000326
6524872,905,926,adrenomyeloneuropathy,SpecificDisease,MESH:D000326
6524872,986,998,Neonatal ALD,SpecificDisease,OMIM:202370
6524872,1084,1103,Zellwegers syndrome,SpecificDisease,MESH:D015211
6524872,1189,1192,ALD,SpecificDisease,MESH:D000326
10441343,7,29,Machado-Joseph disease,Modifier,MESH:D017827
10441343,180,210,trinucleotide repeat disorders,DiseaseClass,MESH:D030342
10441343,296,318,Machado-Joseph disease,SpecificDisease,MESH:D017827
10441343,320,323,MJD,SpecificDisease,MESH:D017827
10441343,452,455,MJD,Modifier,MESH:D017827
10441343,1588,1591,MJD,Modifier,MESH:D017827
3346018,16,19,DMD,Modifier,MESH:D020388
3346018,91,94,DMD,Modifier,MESH:D020388
3346018,166,193,Duchenne muscular dystrophy,SpecificDisease,MESH:D020388
3346018,195,198,DMD,SpecificDisease,MESH:D020388
3346018,275,278,DMD,Modifier,MESH:D020388
8188241,19,31,alkaptonuria,SpecificDisease,MESH:D000474
8188241,33,36,AKU,SpecificDisease,MESH:D000474
8188241,61,73,Alkaptonuria,SpecificDisease,MESH:D000474
8188241,75,78,AKU,SpecificDisease,MESH:D000474
8188241,111,139,autosomal recessive disorder,DiseaseClass,MESH:D030342
8188241,353,363,Ochronosis,SpecificDisease,MESH:D009794
8188241,431,453,ochronotic arthropathy,SpecificDisease,MESH:D009794|MESH:D007592
8188241,544,556,alkaptonuria,SpecificDisease,MESH:D000474
8188241,689,701,alkaptonuria,Modifier,MESH:D000474
1317264,4,7,APC,Modifier,MESH:D011125
1317264,30,60,familial adenomatous polyposis,SpecificDisease,MESH:D011125
1317264,82,96,gastric cancer,SpecificDisease,MESH:D013274
1317264,107,121,gastric cancer,SpecificDisease,MESH:D013274
1317264,141,147,cancer,DiseaseClass,MESH:D009369
1317264,240,255,gastric cancers,SpecificDisease,MESH:D013274
1317264,338,364,adenomatous polyposis coli,Modifier,MESH:D011125
1317264,366,369,APC,Modifier,MESH:D011125
1317264,406,437,adenomatous polyps in the colon,SpecificDisease,MESH:D018256
1317264,476,490,gastric cancer,SpecificDisease,MESH:D013274
1317264,531,546,gastric cancers,SpecificDisease,MESH:D013274
1317264,763,766,APC,Modifier,MESH:D011125
1317264,778,784,tumors,DiseaseClass,MESH:D009369
1317264,827,833,tumors,DiseaseClass,MESH:D009369
1317264,1023,1026,APC,Modifier,MESH:D011125
1317264,1104,1119,gastric cancers,SpecificDisease,MESH:D013274
10083734,26,39,C9 deficiency,Modifier,OMIM:613825
10083734,106,159,Deficiency of the ninth component of human complement,SpecificDisease,OMIM:613825
10083734,184,205,complement deficiency,DiseaseClass,MESH:D007153
10083734,341,354,C9 deficiency,SpecificDisease,OMIM:613825
10083734,486,499,C9 deficiency,SpecificDisease,OMIM:613825
10083734,1184,1197,C9 deficiency,SpecificDisease,OMIM:613825
2760209,31,42,Lesch-Nyhan,Modifier,MESH:D007926
2760209,129,149,Lesch-Nyhan syndrome,SpecificDisease,MESH:D007926
2760209,151,207,hypoxanthine phosphoribosyltransferase [HPRT] deficiency,SpecificDisease,MESH:D007926
10323252,79,121,X-linked Emery-Dreifuss muscular dystrophy,SpecificDisease,MESH:D020389
10323252,123,156,Emery-Dreifuss muscular dystrophy,SpecificDisease,MESH:D020389
10323252,158,162,EDMD,SpecificDisease,MESH:D020389
10323252,170,207,X-linked recessive muscular dystrophy,DiseaseClass,MESH:D040181|MESH:D009136
10323252,231,285,"contractures of the elbows, Achilles tendons and spine",CompositeMention,MESH:D003286
10323252,306,320,muscle wasting,DiseaseClass,MESH:D009133
10323252,325,333,weakness,DiseaseClass,MESH:D018908
10323252,339,353,cardiomyopathy,SpecificDisease,MESH:D009202
10323252,370,396,cardiac conduction defects,SpecificDisease,OMIM:115080
10323252,679,683,EDMD,SpecificDisease,MESH:D020389
10323252,793,797,EDMD,Modifier,MESH:D020389
10323252,1190,1194,EDMD,Modifier,MESH:D020389
10323252,1289,1307,elbow contractures,SpecificDisease,MESH:D003286
10323252,1309,1327,ankle contractures,SpecificDisease,MESH:D003286
10323252,1329,1348,upper limb weakness,SpecificDisease,MESH:D018908
10323252,1353,1372,lower limb weakness,SpecificDisease,MESH:D018908
10323252,1425,1444,cardiac involvement,DiseaseClass,MESH:D006331
10323252,1564,1568,EDMD,SpecificDisease,MESH:D020389
7795653,77,99,sporadic breast cancer,Modifier,MESH:D001943
7795653,153,187,familial breast and ovarian cancer,Modifier,MESH:D061325
7795653,213,252,non-hereditary (sporadic) breast cancer,SpecificDisease,MESH:D001943
7795653,433,450,carcinoma in situ,DiseaseClass,MESH:D002278
7795653,454,469,invasive cancer,DiseaseClass,MESH:D009362
7795653,808,821,breast cancer,SpecificDisease,MESH:D001943
10827108,58,86,Pelizaeus-Merzbacher disease,SpecificDisease,OMIM:312080
10827108,275,303,Pelizaeus-Merzbacher disease,SpecificDisease,OMIM:312080
10827108,305,308,PMD,SpecificDisease,OMIM:312080
10827108,374,377,PMD,SpecificDisease,OMIM:312080
10827108,894,897,PMD,SpecificDisease,OMIM:312080
10827108,1449,1466,genetic disorders,DiseaseClass,MESH:D030342
1975560,90,108,myotonic dystrophy,SpecificDisease,MESH:D009223
1975560,261,279,myotonic dystrophy,SpecificDisease,MESH:D009223
1975560,281,283,DM,SpecificDisease,MESH:D009223
10737981,100,118,GM1-gangliosidosis,Modifier,MESH:D016537
10737981,133,152,cardiac involvement,SpecificDisease,MESH:D006331
10737981,154,172,GM1-gangliosidosis,SpecificDisease,MESH:D016537
10737981,178,204,lysosomal storage disorder,DiseaseClass,MESH:D016464
